File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF409DPS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR568DZW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TAF15-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF044RGH/, /files/ENCFF053BXG/	1866168	Gene Yeo, UCSD	a31f84f9fdaab66958c2c2021942f691		https://www.encodeproject.org/files/ENCFF409DPS/@@download/ENCFF409DPS.bed.gz				released	s3://encode-public/2016/11/30/b15b1aa8-7f2d-4952-9692-019ec7dbdb0a/ENCFF409DPS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/b15b1aa8-7f2d-4952-9692-019ec7dbdb0a/ENCFF409DPS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF233ZXV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF678OCJ/, /files/ENCFF552GHW/, /files/ENCFF506NPG/, /files/ENCFF259ZLG/, /files/ENCFF039QTN/, /files/ENCFF191HRQ/	4413	Gene Yeo, UCSD	ee891bbd5234b2444a119ea3ada8c0c0		https://www.encodeproject.org/files/ENCFF233ZXV/@@download/ENCFF233ZXV.bed.gz				released	s3://encode-public/2018/06/08/dff8669a-7b48-4858-9217-b643c79edade/ENCFF233ZXV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/dff8669a-7b48-4858-9217-b643c79edade/ENCFF233ZXV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF663QIZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF809XHX/, /files/ENCFF705YYZ/, /files/ENCFF143TAM/, /files/ENCFF190UCK/, /files/ENCFF336UXX/, /files/ENCFF269URO/	4504	Gene Yeo, UCSD	be5f42815045c7c56a42948a024bbf35		https://www.encodeproject.org/files/ENCFF663QIZ/@@download/ENCFF663QIZ.bed.gz				released	s3://encode-public/2018/12/03/a8a3c51d-3e87-45ed-8ae4-79b38f9ec33f/ENCFF663QIZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/a8a3c51d-3e87-45ed-8ae4-79b38f9ec33f/ENCFF663QIZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF506NPG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF259ZLG/, /files/ENCFF552GHW/	998595	Gene Yeo, UCSD	223c5f3c9c54e365eb32c9e0b0ebfdab		https://www.encodeproject.org/files/ENCFF506NPG/@@download/ENCFF506NPG.bed.gz				released	s3://encode-public/2016/11/30/fc42e1ec-b050-4052-b616-f162ef49b140/ENCFF506NPG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/fc42e1ec-b050-4052-b616-f162ef49b140/ENCFF506NPG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF191HRQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF678OCJ/, /files/ENCFF552GHW/	1287584	Gene Yeo, UCSD	50dd0f0c6aa799174da63ae3a155360e		https://www.encodeproject.org/files/ENCFF191HRQ/@@download/ENCFF191HRQ.bed.gz				released	s3://encode-public/2016/11/30/f53c36f4-e91c-4890-be92-a2d6296f7e11/ENCFF191HRQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/f53c36f4-e91c-4890-be92-a2d6296f7e11/ENCFF191HRQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF143TAM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1	1_1							/files/ENCFF705YYZ/, /files/ENCFF336UXX/	1265564	Gene Yeo, UCSD	cd3db0994db1cc0890dccd65a16bac6f		https://www.encodeproject.org/files/ENCFF143TAM/@@download/ENCFF143TAM.bed.gz				released	s3://encode-public/2016/11/30/47c361b3-20e9-444f-9a97-de6cc044159f/ENCFF143TAM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/47c361b3-20e9-444f-9a97-de6cc044159f/ENCFF143TAM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF190UCK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR565DGW	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										DHX30-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	2	2_1							/files/ENCFF809XHX/, /files/ENCFF336UXX/	963864	Gene Yeo, UCSD	1c6b27b585fb123d6ffbbbdb93656cd2		https://www.encodeproject.org/files/ENCFF190UCK/@@download/ENCFF190UCK.bed.gz				released	s3://encode-public/2016/11/30/308acaa8-406c-48c3-8006-f94f3386eb2c/ENCFF190UCK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/308acaa8-406c-48c3-8006-f94f3386eb2c/ENCFF190UCK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF310NDD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF716VUM/, /files/ENCFF070XXP/, /files/ENCFF678MSG/, /files/ENCFF589FSV/, /files/ENCFF464GTB/, /files/ENCFF039QTN/	31453	Gene Yeo, UCSD	84cc00010fd59052142556a189423a1e		https://www.encodeproject.org/files/ENCFF310NDD/@@download/ENCFF310NDD.bed.gz				released	s3://encode-public/2018/06/08/e99601f0-50ac-45f5-a01e-33a7452a0d96/ENCFF310NDD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/e99601f0-50ac-45f5-a01e-33a7452a0d96/ENCFF310NDD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF366UJP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF269URO/, /files/ENCFF047HSP/, /files/ENCFF352KYI/, /files/ENCFF949QUY/, /files/ENCFF830ZKB/, /files/ENCFF704PUC/	32915	Gene Yeo, UCSD	6be586f31a7e975263b59a271057639a		https://www.encodeproject.org/files/ENCFF366UJP/@@download/ENCFF366UJP.bed.gz				released	s3://encode-public/2018/12/03/e565dde6-a6af-4b12-b3e5-79016b520f71/ENCFF366UJP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/e565dde6-a6af-4b12-b3e5-79016b520f71/ENCFF366UJP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF464GTB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF716VUM/, /files/ENCFF589FSV/	1824370	Gene Yeo, UCSD	8627c23d81f0e429b6aa7ef5708c7e7b		https://www.encodeproject.org/files/ENCFF464GTB/@@download/ENCFF464GTB.bed.gz				released	s3://encode-public/2016/11/30/a46f3d45-aac2-4e5f-9112-bdbabc35c404/ENCFF464GTB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a46f3d45-aac2-4e5f-9112-bdbabc35c404/ENCFF464GTB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF678MSG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF070XXP/, /files/ENCFF589FSV/	1526623	Gene Yeo, UCSD	2ec92f86ce1211c598ca5353748a0dfd		https://www.encodeproject.org/files/ENCFF678MSG/@@download/ENCFF678MSG.bed.gz				released	s3://encode-public/2016/11/30/a45cb71a-4d2a-4d48-9aa3-02bda60700d4/ENCFF678MSG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a45cb71a-4d2a-4d48-9aa3-02bda60700d4/ENCFF678MSG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF704PUC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF830ZKB/, /files/ENCFF047HSP/	1825150	Gene Yeo, UCSD	c8e3065e16151778c8d72f9a4eabc639		https://www.encodeproject.org/files/ENCFF704PUC/@@download/ENCFF704PUC.bed.gz				released	s3://encode-public/2016/11/30/f6b2fa3b-9e21-4cd2-8ecb-b5b199f8bdd5/ENCFF704PUC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/f6b2fa3b-9e21-4cd2-8ecb-b5b199f8bdd5/ENCFF704PUC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF352KYI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR774RFN	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										FXR1-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF949QUY/, /files/ENCFF047HSP/	1541429	Gene Yeo, UCSD	f836ea2cf93b851f2a97ec76c5e9698b		https://www.encodeproject.org/files/ENCFF352KYI/@@download/ENCFF352KYI.bed.gz				released	s3://encode-public/2016/11/30/5da10f35-5180-4fe9-b3b0-dc6ac7770c90/ENCFF352KYI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/5da10f35-5180-4fe9-b3b0-dc6ac7770c90/ENCFF352KYI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF656IDO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF021CNP/, /files/ENCFF350VUK/, /files/ENCFF381LFD/, /files/ENCFF225IXQ/, /files/ENCFF039QTN/, /files/ENCFF128IDP/	2727	Gene Yeo, UCSD	f61c2ac0edbab0b46129fecab6c1b94a		https://www.encodeproject.org/files/ENCFF656IDO/@@download/ENCFF656IDO.bed.gz				released	s3://encode-public/2018/06/08/98d494bd-4347-4076-8b46-52f1fb1e3d9f/ENCFF656IDO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/98d494bd-4347-4076-8b46-52f1fb1e3d9f/ENCFF656IDO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF993VRZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF356JSO/, /files/ENCFF862XEI/, /files/ENCFF269URO/, /files/ENCFF438ULK/, /files/ENCFF594ZPR/, /files/ENCFF474WKB/	2821	Gene Yeo, UCSD	c96f1ae47612d04ab2fd51b87c46c95e		https://www.encodeproject.org/files/ENCFF993VRZ/@@download/ENCFF993VRZ.bed.gz				released	s3://encode-public/2018/12/03/646f1dc6-48be-423d-a334-6d7133a1e7fc/ENCFF993VRZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/646f1dc6-48be-423d-a334-6d7133a1e7fc/ENCFF993VRZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF225IXQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF128IDP/, /files/ENCFF350VUK/	645418	Gene Yeo, UCSD	df688a86a81ebef4f9e7f5500b3afaf0		https://www.encodeproject.org/files/ENCFF225IXQ/@@download/ENCFF225IXQ.bed.gz				released	s3://encode-public/2016/11/30/4c864999-8701-4ee3-9618-2de3368a5322/ENCFF225IXQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/4c864999-8701-4ee3-9618-2de3368a5322/ENCFF225IXQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF381LFD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF021CNP/, /files/ENCFF350VUK/	1381626	Gene Yeo, UCSD	9919cd1d133ed408aa0143a42d9e1c3e		https://www.encodeproject.org/files/ENCFF381LFD/@@download/ENCFF381LFD.bed.gz				released	s3://encode-public/2016/11/30/37ee4270-67dd-4be1-8df5-53e9475800a8/ENCFF381LFD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/37ee4270-67dd-4be1-8df5-53e9475800a8/ENCFF381LFD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF862XEI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	2	2_1							/files/ENCFF474WKB/, /files/ENCFF594ZPR/	644763	Gene Yeo, UCSD	5cfe603bdc8db9fda2577ef4acb0aee8		https://www.encodeproject.org/files/ENCFF862XEI/@@download/ENCFF862XEI.bed.gz				released	s3://encode-public/2016/11/30/dddf65ab-cc43-457a-913e-a6608a069117/ENCFF862XEI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/dddf65ab-cc43-457a-913e-a6608a069117/ENCFF862XEI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF356JSO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR571ROL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										XRCC6-human	RNA				ultraviolet irradiation	strand-specific	2016-09-21	ENCODE		see document	175-300	1	1_1							/files/ENCFF438ULK/, /files/ENCFF594ZPR/	1386680	Gene Yeo, UCSD	043661d11e678b093877ac0bc38d4f66		https://www.encodeproject.org/files/ENCFF356JSO/@@download/ENCFF356JSO.bed.gz				released	s3://encode-public/2016/11/30/a0cced76-057d-4f9f-a646-2b9d66a51c64/ENCFF356JSO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a0cced76-057d-4f9f-a646-2b9d66a51c64/ENCFF356JSO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF239WCW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF735UHA/, /files/ENCFF614EMY/, /files/ENCFF887LSX/, /files/ENCFF491LUG/, /files/ENCFF291ITN/, /files/ENCFF039QTN/	29818	Gene Yeo, UCSD	d6cae07a31b11279f5d66f38042004b9		https://www.encodeproject.org/files/ENCFF239WCW/@@download/ENCFF239WCW.bed.gz				released	s3://encode-public/2018/06/08/f63f5c90-82ae-4076-8677-345360695634/ENCFF239WCW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/f63f5c90-82ae-4076-8677-345360695634/ENCFF239WCW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF023YVD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF843HDQ/, /files/ENCFF269URO/, /files/ENCFF141IID/, /files/ENCFF264ODZ/, /files/ENCFF379FKC/, /files/ENCFF023RGT/	29950	Gene Yeo, UCSD	54c742cbbb16189ecb3417bcfcebb0c0		https://www.encodeproject.org/files/ENCFF023YVD/@@download/ENCFF023YVD.bed.gz				released	s3://encode-public/2018/12/03/2cd80076-308d-481c-ad7c-845c34342b2c/ENCFF023YVD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/2cd80076-308d-481c-ad7c-845c34342b2c/ENCFF023YVD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF887LSX	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF614EMY/, /files/ENCFF291ITN/	748114	Gene Yeo, UCSD	b11962d4c517c7f1d5a640a219031d3f		https://www.encodeproject.org/files/ENCFF887LSX/@@download/ENCFF887LSX.bed.gz				released	s3://encode-public/2016/11/30/a5a8b712-f56d-45ac-b60a-4db68456bcd3/ENCFF887LSX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a5a8b712-f56d-45ac-b60a-4db68456bcd3/ENCFF887LSX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF735UHA	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF491LUG/, /files/ENCFF291ITN/	656719	Gene Yeo, UCSD	dc1cc2191d2bed5a20808ac633ee2d37		https://www.encodeproject.org/files/ENCFF735UHA/@@download/ENCFF735UHA.bed.gz				released	s3://encode-public/2016/11/30/9cd5522a-cb1a-4e55-a731-ec616332470c/ENCFF735UHA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/9cd5522a-cb1a-4e55-a731-ec616332470c/ENCFF735UHA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF264ODZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF843HDQ/, /files/ENCFF379FKC/	655190	Gene Yeo, UCSD	d547ed63813e5a1204122be98bb2ceab		https://www.encodeproject.org/files/ENCFF264ODZ/@@download/ENCFF264ODZ.bed.gz				released	s3://encode-public/2016/11/30/fef34885-47ef-4079-9dff-59839f7d35b4/ENCFF264ODZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/fef34885-47ef-4079-9dff-59839f7d35b4/ENCFF264ODZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF141IID	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR947JVR	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DGCR8-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF023RGT/, /files/ENCFF379FKC/	749068	Gene Yeo, UCSD	c90b33e6e99aa7c6f57c6be94fc4ebd2		https://www.encodeproject.org/files/ENCFF141IID/@@download/ENCFF141IID.bed.gz				released	s3://encode-public/2016/11/30/a25d5208-df7a-4520-831f-b97422611782/ENCFF141IID.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/30/a25d5208-df7a-4520-831f-b97422611782/ENCFF141IID.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF265RIO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR023UHL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF217NZS/, /files/ENCFF903QKL/, /files/ENCFF503DBN/, /files/ENCFF121OYK/, /files/ENCFF039QTN/, /files/ENCFF136QLO/	20791	Gene Yeo, UCSD	39254825e1e43bb6fb49edd965f2f9d6		https://www.encodeproject.org/files/ENCFF265RIO/@@download/ENCFF265RIO.bed.gz				released	s3://encode-public/2018/06/08/e7b091cf-f93e-4ba8-8c28-d6e5a0f7c85e/ENCFF265RIO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/e7b091cf-f93e-4ba8-8c28-d6e5a0f7c85e/ENCFF265RIO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF498IGK	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023UHL	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FASTKD2-human	RNA				ultraviolet irradiation	strand-specific	2016-08-19	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF828HJF/, /files/ENCFF064QSN/, /files/ENCFF269URO/, /files/ENCFF585BNE/, /files/ENCFF177RJW/, /files/ENCFF307ZHU/	20927	Gene Yeo, UCSD	fe2e5bac4437c1ca4b77d0f5ff15355d		https://www.encodeproject.org/files/ENCFF498IGK/@@download/ENCFF498IGK.bed.gz				released	s3://encode-public/2018/12/03/e4e2e5d1-4264-4252-85cc-7d45605dfd64/ENCFF498IGK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/e4e2e5d1-4264-4252-85cc-7d45605dfd64/ENCFF498IGK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
